,index,team_id,fixture_id,starting_datetime,fixture_order
1659203,671981,18732,7681761,2017-11-09 19:00,78.5
31788,31788,17196,7964578,2017-11-10 12:00,168.5
713688,713688,17196,7624958,2017-11-10 12:00,168.5
31128,31128,17200,7964467,2017-11-10 12:00,209.5
682078,682078,17200,7624957,2017-11-10 12:00,209.5
1659215,671993,9570,5586306,2017-11-10 12:45,219.5
1773753,786531,9570,7939783,2017-11-10 12:45,219.5
1639088,651866,8463,5586305,2017-11-10 12:45,206.5
651866,651866,6844,5586305,2017-11-10 12:45,256.5
1791663,804441,8463,7939782,2017-11-10 12:45,206.5
786531,786531,6380,7939783,2017-11-10 12:45,177.5
671993,671993,6380,5586306,2017-11-10 12:45,177.5
804441,804441,6844,7939782,2017-11-10 12:45,256.5
1706635,719413,6735,7939784,2017-11-10 15:30,398.5
1659231,672009,6735,5586307,2017-11-10 15:30,398.5
1627568,640346,1612,8092717,2017-11-11 15:00,206.5
1592681,605459,1612,4757309,2017-11-11 15:00,206.5
639279,639279,17154,8140297,2017-11-16 14:00,245.5
721221,721221,17154,6895772,2017-11-16 14:00,245.5
661747,661747,27563,8113552,2017-11-18 11:00,32.5
766445,766445,27563,238874,2017-11-18 11:00,32.5
1029445,42223,17852,8213120,2017-11-18 12:45,101.5
1018401,31179,17852,8188501,2017-11-18 12:45,101.5
647231,647231,19316,7465942,2017-11-19 6:00,58.5
1021003,33781,19316,8310463,2017-11-19 6:00,58.5
1019283,32061,17066,8310473,2017-11-19 13:30,66.5
1599762,612540,17066,6867207,2017-11-19 13:30,66.5
1029466,42244,17864,8213121,2017-11-22 10:30,95.5
1007328,20106,17864,8388629,2017-11-22 10:30,95.5
20377,20377,17201,8283945,2017-11-24 12:00,242.5
660613,660613,17201,7624973,2017-11-24 12:00,242.5
1019249,32027,17193,8283948,2017-11-24 12:00,197.5
1671031,683809,17193,7624974,2017-11-24 12:00,197.5
33261,33261,17025,8451019,2017-11-25 14:00,31.5
759272,759272,17025,8452541,2017-11-25 14:00,31.5
654617,654617,8319,2989732,2017-11-26 15:00,357.5
813222,813222,8319,5513082,2017-11-26 15:00,357.5
636459,636459,9369,6078582,2017-11-26 17:00,279.5
799694,799694,9369,6078598,2017-11-26 17:00,279.5
1020599,33377,12882,8451959,2017-12-01 12:00,290.5
1645726,658504,17198,7624981,2017-12-01 12:00,200.5
33377,33377,17226,8451959,2017-12-01 12:00,119.5
23815,23815,17203,8451977,2017-12-01 12:00,194.5
1610898,623676,12882,7624983,2017-12-01 12:00,290.5
623676,623676,17226,7624983,2017-12-01 12:00,119.5
1019737,32515,17198,8451965,2017-12-01 12:00,200.5
592386,592386,17203,7624980,2017-12-01 12:00,194.5
1020478,33256,18846,8607839,2017-12-02 4:00,18.5
1649156,661934,18845,8481023,2017-12-02 4:00,22.5
33256,33256,18845,8607839,2017-12-02 4:00,22.5
661934,661934,18846,8481023,2017-12-02 4:00,18.5
1623132,635910,17300,1631368,2017-12-02 13:00,72.5
773652,773652,16146,8480914,2017-12-02 13:00,266.5
654846,654846,17251,8480935,2017-12-02 13:00,345.5
1650266,663044,17251,1631367,2017-12-02 13:00,345.5
657574,657574,17286,1631361,2017-12-02 13:00,162.5
1678751,691529,17286,1631370,2017-12-02 13:00,162.5
1644796,657574,17249,1631361,2017-12-02 13:00,193.5
1771838,784616,17246,8480926,2017-12-02 13:00,223.5
1642068,654846,17297,8480935,2017-12-02 13:00,103.5
663044,663044,17280,1631367,2017-12-02 13:00,194.5
1673633,686411,17240,1631360,2017-12-02 13:00,253.5
612680,612680,17246,1631364,2017-12-02 13:00,223.5
607373,607373,17297,1631363,2017-12-02 13:00,103.5
1701560,714338,17249,1631379,2017-12-02 13:00,193.5
691529,691529,17254,1631370,2017-12-02 13:00,192.5
686411,686411,17254,1631360,2017-12-02 13:00,192.5
1594595,607373,16146,1631363,2017-12-02 13:00,266.5
1791179,803957,17280,8480887,2017-12-02 13:00,194.5
808618,808618,17300,8480904,2017-12-02 13:00,72.5
679731,679731,17240,8480894,2017-12-02 13:00,253.5
1656255,669033,17851,8213127,2017-12-05 10:30,164.5
1020461,33239,17851,8269205,2017-12-05 10:30,164.5
812314,812314,18707,8545620,2017-12-05 11:00,46.5
1799536,812314,18799,8545620,2017-12-05 11:00,52.5
1674456,687234,18707,8312931,2017-12-05 11:00,46.5
687234,687234,18799,8312931,2017-12-05 11:00,52.5
1020106,32884,27787,8693906,2017-12-07 15:30,13.5
1703980,716758,27787,8677768,2017-12-07 15:30,13.5
1018269,31047,17199,8608353,2017-12-08 12:00,202.5
1005917,18695,7650,8608585,2017-12-08 12:00,235.5
1667946,680724,17199,7624984,2017-12-08 12:00,202.5
778371,778371,17196,7624985,2017-12-08 12:00,173.5
1743873,756651,7650,7624987,2017-12-08 12:00,235.5
31047,31047,12882,8608353,2017-12-08 12:00,292.5
34117,34117,17196,8608760,2017-12-08 12:00,173.5
680724,680724,12882,7624984,2017-12-08 12:00,292.5
655256,655256,8319,2989768,2017-12-10 15:00,361.5
1665698,678476,8319,5513134,2017-12-10 15:00,361.5
32728,32728,17199,8731103,2017-12-15 12:00,204.5
618794,618794,17199,7624995,2017-12-15 12:00,204.5
1020592,33370,17192,8749991,2017-12-15 12:00,61.5
1594247,607025,12882,7624996,2017-12-15 12:00,294.5
607025,607025,136079,7624996,2017-12-15 12:00,12.5
31396,31396,136079,8749992,2017-12-15 12:00,12.5
1614384,627162,17192,7624994,2017-12-15 12:00,61.5
1018618,31396,12882,8749992,2017-12-15 12:00,294.5
1756818,769596,9448,5993534,2017-12-16 17:00,210.5
1018463,31241,23023,4948566,2017-12-16 17:00,18.5
1740405,753183,9387,5993535,2017-12-16 17:00,262.5
1021621,34399,9448,4948571,2017-12-16 17:00,210.5
1680488,693266,23023,5993537,2017-12-16 17:00,18.5
34706,34706,9348,4948563,2017-12-16 17:00,306.5
693266,693266,9491,5993537,2017-12-16 17:00,268.5
753183,753183,9348,5993535,2017-12-16 17:00,306.5
33994,33994,9387,4948569,2017-12-16 17:00,262.5
33854,33854,9491,4948561,2017-12-16 17:00,268.5
1017379,30157,16392,8771366,2017-12-17 11:30,31.5
1020931,33709,16392,8833791,2017-12-17 11:30,31.5
1645775,658553,10720,6383148,2017-12-17 13:30,224.5
1018713,31491,24257,5962562,2017-12-17 13:30,197.5
695202,695202,27961,6383145,2017-12-17 13:30,94.5
1018707,31485,7411,5962574,2017-12-17 13:30,196.5
658553,658553,27962,6383148,2017-12-17 13:30,56.5
1018708,31486,27951,5962570,2017-12-17 13:30,95.5
1573769,586547,27960,6383144,2017-12-17 13:30,93.5
728138,728138,27959,6383142,2017-12-17 13:30,133.5
31114,31114,133045,5962572,2017-12-17 13:30,21.5
1753069,765847,24257,6383141,2017-12-17 13:30,197.5
1018709,31487,10720,5962567,2017-12-17 13:30,224.5
31485,31485,27962,5962574,2017-12-17 13:30,56.5
31486,31486,10917,5962570,2017-12-17 13:30,219.5
31487,31487,27961,5962567,2017-12-17 13:30,94.5
1018336,31114,10844,5962572,2017-12-17 13:30,162.5
34307,34307,131723,4948573,2017-12-17 13:30,15.5
31488,31488,27960,5962565,2017-12-17 13:30,93.5
31489,31489,10234,5962564,2017-12-17 13:30,127.5
31490,31490,10744,5962559,2017-12-17 13:30,215.5
1682424,695202,10844,6383145,2017-12-17 13:30,162.5
1754502,767280,9348,5993539,2017-12-17 13:30,308.5
600012,600012,133045,6383147,2017-12-17 13:30,21.5
31491,31491,27959,5962562,2017-12-17 13:30,133.5
586547,586547,10744,6383144,2017-12-17 13:30,215.5
1715360,728138,133043,6383142,2017-12-17 13:30,20.5
638006,638006,131723,5993538,2017-12-17 13:30,15.5
645789,645789,10234,6383143,2017-12-17 13:30,127.5
1021529,34307,9348,4948573,2017-12-17 13:30,308.5
749757,749757,10917,6383146,2017-12-17 13:30,219.5
1018710,31488,133043,5962565,2017-12-17 13:30,20.5
1633011,645789,7411,6383143,2017-12-17 13:30,196.5
1736979,749757,10855,6383146,2017-12-17 13:30,95.5
765847,765847,27951,6383141,2017-12-17 13:30,95.5
1018711,31489,10855,5962564,2017-12-17 13:30,95.5
1594250,607028,30199,9417622,2017-12-20 18:00,153.5
607028,607028,12356,9417622,2017-12-20 18:00,271.5
1018966,31744,30199,8269214,2017-12-20 18:00,153.5
31744,31744,12356,8269214,2017-12-20 18:00,271.5
1022223,35001,17200,8871855,2017-12-22 12:00,216.5
1022444,35222,9650,8871859,2017-12-22 12:00,276.5
1637079,649857,9650,7625002,2017-12-22 12:00,276.5
1594252,607030,17200,7624998,2017-12-22 12:00,216.5
766056,766056,16849,6078608,2017-12-22 18:00,267.5
630231,630231,16849,6078632,2017-12-22 18:00,267.5
770644,770644,16900,6078627,2017-12-23 15:00,168.5
647284,647284,16900,6078602,2017-12-23 15:00,168.5
31315,31315,10706,8968900,2017-12-27 23:30,364.5
1646655,659433,14674,8965021,2017-12-27 23:30,361.5
1018537,31315,14674,8968900,2017-12-27 23:30,361.5
659433,659433,10706,8965021,2017-12-27 23:30,364.5
32025,32025,17200,8981217,2017-12-29 12:00,218.5
645751,645751,17193,7625005,2017-12-29 12:00,204.5
644894,644894,17200,7625006,2017-12-29 12:00,218.5
34071,34071,17193,8944812,2017-12-29 12:00,204.5
31702,31702,13539,8213157,2017-12-31 10:30,167.5
31390,31390,13539,9003219,2017-12-31 10:30,167.5
591085,591085,130812,9044102,2018-01-06 13:00,6.5
1578308,591086,130812,9044103,2018-01-06 13:00,6.5
1593952,606730,28121,5383076,2018-01-07 11:00,267.5
45213,45213,28121,5384601,2018-01-07 11:00,267.5
1032570,45348,8319,5513191,2018-01-07 15:00,367.5
1032561,45339,8319,2989826,2018-01-07 15:00,367.5
45539,45539,2938,9036683,2018-01-10 15:00,374.5
18653,18653,7970,9036681,2018-01-10 15:00,162.5
591399,591399,7970,9051923,2018-01-10 15:00,162.5
1032764,45542,2938,9758777,2018-01-10 15:00,374.5
30356,30356,30199,8269222,2018-01-10 22:00,157.5
45580,45580,30199,9417623,2018-01-10 22:00,157.5
1032802,45580,8180,9417623,2018-01-10 22:00,149.5
1017578,30356,8180,8269222,2018-01-10 22:00,149.5
1578640,591418,13759,9051925,2018-01-11 17:15,179.5
1019102,31880,13759,9048948,2018-01-11 17:15,179.5
1022720,35498,3811,4948580,2018-01-13 17:00,259.5
32598,32598,9348,4948575,2018-01-13 17:00,311.5
1033084,45862,9348,5993540,2018-01-13 17:00,311.5
1033086,45864,131723,5993544,2018-01-13 17:00,17.5
31238,31238,1296,4948582,2018-01-13 17:00,259.5
1018460,31238,131723,4948582,2018-01-13 17:00,17.5
1021622,34400,9348,4948577,2018-01-13 17:00,311.5
45862,45862,1296,5993540,2018-01-13 17:00,259.5
45863,45863,9348,5993542,2018-01-13 17:00,311.5
45864,45864,3811,5993544,2018-01-13 17:00,259.5
1578856,591634,17359,9212680,2018-01-14 10:30,254.5
591634,591634,17367,9212680,2018-01-14 10:30,117.5
1018582,31360,17359,9094219,2018-01-14 10:30,254.5
31360,31360,17367,9094219,2018-01-14 10:30,117.5
34061,34061,27960,5962607,2018-01-14 13:30,96.5
46030,46030,23065,5993545,2018-01-14 13:30,17.5
32908,32908,23065,4948586,2018-01-14 13:30,17.5
792134,792134,27960,6383150,2018-01-14 13:30,96.5
34719,34719,142502,9069095,2018-01-14 14:30,6.5
37418,37418,142502,9094207,2018-01-14 14:30,6.5
34315,34315,9183,9216239,2018-01-14 15:00,134.5
1021537,34315,17005,9216239,2018-01-14 15:00,58.5
1685018,697796,17005,9207784,2018-01-14 15:00,58.5
697796,697796,9183,9207784,2018-01-14 15:00,134.5
1701700,714478,2852,9252660,2018-01-16 17:00,346.5
23851,23851,2852,9125579,2018-01-16 17:00,346.5
46255,46255,147804,9216241,2018-01-17 15:00,2.5
37414,37414,16947,9271128,2018-01-17 15:00,198.5
1702322,715100,16952,9216242,2018-01-17 15:00,237.5
1017187,29965,9183,9271122,2018-01-17 15:00,136.5
46256,46256,16957,9216243,2018-01-17 15:00,321.5
46257,46257,11900,9216244,2018-01-17 15:00,363.5
991884,4662,17006,9271129,2018-01-17 15:00,108.5
1712547,725325,17004,9216240,2018-01-17 15:00,97.5
1712548,725326,9183,9216248,2018-01-17 15:00,136.5
30268,30268,147804,9271131,2018-01-17 15:00,2.5
754767,754767,13593,9216245,2018-01-17 15:00,323.5
37416,37416,11900,9271124,2018-01-17 15:00,363.5
654292,654292,16957,9271123,2018-01-17 15:00,321.5
1743446,756224,17006,9216247,2018-01-17 15:00,108.5
725326,725326,16999,9216248,2018-01-17 15:00,172.5
1741989,754767,27865,9216245,2018-01-17 15:00,21.5
725325,725325,16947,9216240,2018-01-17 15:00,198.5
1021593,34371,16958,9271127,2018-01-17 15:00,177.5
715100,715100,147803,9216242,2018-01-17 15:00,2.5
29965,29965,16999,9271122,2018-01-17 15:00,172.5
37415,37415,147803,9271125,2018-01-17 15:00,2.5
1017490,30268,16944,9271131,2018-01-17 15:00,238.5
34371,34371,17005,9271127,2018-01-17 15:00,60.5
4662,4662,16978,9271129,2018-01-17 15:00,96.5
1033480,46258,16958,9216249,2018-01-17 15:00,177.5
1024638,37416,16956,9271124,2018-01-17 15:00,319.5
756224,756224,16978,9216247,2018-01-17 15:00,96.5
1033479,46257,16956,9216244,2018-01-17 15:00,319.5
1033477,46255,16944,9216241,2018-01-17 15:00,238.5
1024637,37415,16952,9271125,2018-01-17 15:00,237.5
1024636,37414,17004,9271128,2018-01-17 15:00,97.5
1641514,654292,16484,9271123,2018-01-17 15:00,313.5
46258,46258,17005,9216249,2018-01-17 15:00,60.5
1033478,46256,16484,9216243,2018-01-17 15:00,313.5
35357,35357,13593,9271130,2018-01-17 15:00,323.5
1022579,35357,27865,9271130,2018-01-17 15:00,21.5
725334,725334,8730,8452827,2018-01-17 18:00,132.5
1712556,725334,8730,8452827,2018-01-17 18:00,132.5
1017361,30139,1095,8269227,2018-01-17 18:30,561.5
1033501,46279,1095,9417614,2018-01-17 18:30,561.5
1748188,760966,17837,9051926,2018-01-19 13:45,49.5
1022079,34857,17837,9173578,2018-01-19 13:45,49.5
641854,641854,13759,9051930,2018-01-20 13:45,181.5
34723,34723,13759,9190966,2018-01-20 13:45,181.5
34188,34188,16526,7592037,2018-01-20 14:30,59.5
1016947,29725,16526,7592032,2018-01-20 14:30,59.5
715864,715864,9491,5993548,2018-01-20 17:00,272.5
31726,31726,9356,4948592,2018-01-20 17:00,258.5
46564,46564,9348,4948590,2018-01-20 17:00,314.5
1033786,46564,9348,4948590,2018-01-20 17:00,314.5
1033793,46571,23023,5993546,2018-01-20 17:00,21.5
35230,35230,9491,4948593,2018-01-20 17:00,272.5
1022452,35230,23023,4948593,2018-01-20 17:00,21.5
46571,46571,9356,5993546,2018-01-20 17:00,258.5
1033805,46583,12356,9218377,2018-01-20 18:00,278.5
1033806,46584,12356,9417615,2018-01-20 18:00,278.5
1629197,641975,10102,8957528,2018-01-20 19:00,119.5
641975,641975,24986,8957528,2018-01-20 19:00,104.5
658150,658150,24986,9190970,2018-01-20 19:00,104.5
1008225,21003,30148,9190969,2018-01-20 19:00,12.5
1645372,658150,10102,9190970,2018-01-20 19:00,119.5
1624857,637635,30148,8949816,2018-01-20 19:00,12.5
753350,753350,8730,8452867,2018-01-21 12:00,135.5
1740572,753350,8730,8452867,2018-01-21 12:00,135.5
1660670,673448,14965,8949817,2018-01-21 13:00,67.5
1793273,806051,14965,9210929,2018-01-21 13:00,67.5
806051,806051,7405,9210929,2018-01-21 13:00,72.5
673448,673448,7405,8949817,2018-01-21 13:00,72.5
724259,724259,24257,6383160,2018-01-21 13:30,202.5
675131,675131,10844,6383163,2018-01-21 13:30,167.5
1019393,32171,24257,5962621,2018-01-21 13:30,202.5
642195,642195,133043,6383162,2018-01-21 13:30,27.5
722715,722715,24300,6383165,2018-01-21 13:30,208.5
1019122,31900,10855,5962614,2018-01-21 13:30,100.5
1018497,31275,7411,5962619,2018-01-21 13:30,201.5
46721,46721,10855,6383168,2018-01-21 13:30,100.5
1019390,32168,10844,5962629,2018-01-21 13:30,167.5
1019893,32671,133043,5962625,2018-01-21 13:30,27.5
632526,632526,23147,5993551,2018-01-21 13:30,23.5
992105,4883,27960,6383166,2018-01-21 13:30,98.5
4883,4883,7411,6383166,2018-01-21 13:30,201.5
1020311,33089,27960,5962623,2018-01-21 13:30,98.5
1018654,31432,24300,5962626,2018-01-21 13:30,208.5
787361,787361,27957,6383161,2018-01-21 13:30,135.5
1019391,32169,10720,5962628,2018-01-21 13:30,229.5
1774583,787361,10870,6383161,2018-01-21 13:30,56.5
724260,724260,10720,6383164,2018-01-21 13:30,229.5
1019392,32170,133045,5962617,2018-01-21 13:30,26.5
32170,32170,10744,5962617,2018-01-21 13:30,220.5
32171,32171,27957,5962621,2018-01-21 13:30,135.5
1711482,724260,27961,6383164,2018-01-21 13:30,100.5
1711481,724259,27959,6383160,2018-01-21 13:30,138.5
1709937,722715,10744,6383165,2018-01-21 13:30,220.5
1662353,675131,133045,6383163,2018-01-21 13:30,26.5
31275,31275,27959,5962619,2018-01-21 13:30,138.5
31432,31432,10917,5962626,2018-01-21 13:30,224.5
605085,605085,27962,6383167,2018-01-21 13:30,61.5
1592307,605085,10917,6383167,2018-01-21 13:30,224.5
32671,32671,27961,5962625,2018-01-21 13:30,100.5
31800,31800,23147,4948602,2018-01-21 13:30,23.5
31979,31979,131723,4948600,2018-01-21 13:30,19.5
32168,32168,10870,5962629,2018-01-21 13:30,56.5
615454,615454,131723,5993550,2018-01-21 13:30,19.5
32169,32169,27962,5962628,2018-01-21 13:30,61.5
1033943,46721,10234,6383168,2018-01-21 13:30,132.5
33089,33089,10234,5962623,2018-01-21 13:30,132.5
1033994,46772,16585,9271140,2018-01-21 15:00,338.5
46771,46771,17006,9216257,2018-01-21 15:00,110.5
46772,46772,17006,9271140,2018-01-21 15:00,110.5
1033993,46771,16585,9216257,2018-01-21 15:00,338.5
725836,725836,14684,8949814,2018-01-21 18:00,317.5
1713058,725836,14798,8949814,2018-01-21 18:00,62.5
985617,985617,14684,9210930,2018-01-21 18:00,317.5
1972839,985617,14798,9210930,2018-01-21 18:00,62.5
642214,642214,13144,8949818,2018-01-21 19:00,316.5
810954,810954,13144,9224434,2018-01-21 19:00,316.5
1629436,642214,146425,8949818,2018-01-21 19:00,1.5
1798176,810954,146425,9224434,2018-01-21 19:00,1.5
1774971,787749,6372,8833786,2018-01-21 21:00,360.5
1018237,31015,6372,9094218,2018-01-21 21:00,360.5
33952,33952,5533,9248020,2018-01-23 18:30,218.5
46888,46888,5533,9417616,2018-01-23 18:30,218.5
1034189,46967,8730,8452876,2018-01-24 22:00,137.5
46967,46967,8730,8452876,2018-01-24 22:00,137.5
29629,29629,19318,9468506,2018-01-27 12:00,70.5
33727,33727,19316,9468507,2018-01-27 12:00,69.5
590929,590929,19318,7466019,2018-01-27 12:00,70.5
592196,592196,19316,7466021,2018-01-27 12:00,69.5
1034407,47185,24986,9324931,2018-01-27 12:30,106.5
639599,639599,14860,8949820,2018-01-27 12:30,12.5
1626821,639599,24986,8949820,2018-01-27 12:30,106.5
47185,47185,14860,9324931,2018-01-27 12:30,12.5
34140,34140,16526,9329574,2018-01-27 14:30,61.5
1018182,30960,16526,9329580,2018-01-27 14:30,61.5
19821,19821,14798,9324932,2018-01-27 18:00,64.5
599380,599380,14798,8949821,2018-01-27 18:00,64.5
1034521,47299,8730,8452891,2018-01-27 18:00,139.5
47299,47299,8730,8452891,2018-01-27 18:00,139.5
33964,33964,132536,9349342,2018-01-28 10:30,24.5
641178,641178,132536,9502142,2018-01-28 10:30,24.5
1021186,33964,17359,9349342,2018-01-28 10:30,257.5
1628400,641178,17359,9502142,2018-01-28 10:30,257.5
1034656,47434,27962,6383177,2018-01-28 13:30,63.5
1034655,47433,133043,6383171,2018-01-28 13:30,29.5
1005655,18433,10234,5962631,2018-01-28 13:30,134.5
1663045,675823,10855,6383172,2018-01-28 13:30,102.5
32990,32990,24300,5962640,2018-01-28 13:30,210.5
1762187,774965,24257,6383170,2018-01-28 13:30,204.5
32989,32989,10855,5962643,2018-01-28 13:30,102.5
32988,32988,10720,5962638,2018-01-28 13:30,231.5
47434,47434,10870,6383177,2018-01-28 13:30,58.5
47433,47433,27960,6383171,2018-01-28 13:30,100.5
1663046,675824,27957,6383173,2018-01-28 13:30,137.5
1663047,675825,27951,6383174,2018-01-28 13:30,102.5
1663048,675826,24300,6383175,2018-01-28 13:30,210.5
1663049,675827,10844,6383176,2018-01-28 13:30,169.5
1663847,676625,10720,6383169,2018-01-28 13:30,231.5
774965,774965,10234,6383170,2018-01-28 13:30,134.5
21009,21009,133045,5962641,2018-01-28 13:30,28.5
30919,30919,133043,5962634,2018-01-28 13:30,29.5
32991,32991,27960,5962636,2018-01-28 13:30,100.5
32993,32993,24257,5962632,2018-01-28 13:30,204.5
1018141,30919,27959,5962634,2018-01-28 13:30,140.5
32992,32992,10844,5962635,2018-01-28 13:30,169.5
1008231,21009,27962,5962641,2018-01-28 13:30,63.5
675823,675823,10744,6383172,2018-01-28 13:30,222.5
676625,676625,27959,6383169,2018-01-28 13:30,140.5
675826,675826,133045,6383175,2018-01-28 13:30,28.5
1020215,32993,27951,5962632,2018-01-28 13:30,102.5
1020214,32992,27961,5962635,2018-01-28 13:30,102.5
1020213,32991,10744,5962636,2018-01-28 13:30,222.5
1020211,32989,10917,5962643,2018-01-28 13:30,226.5
1020212,32990,10870,5962640,2018-01-28 13:30,58.5
1020210,32988,27957,5962638,2018-01-28 13:30,137.5
675825,675825,10917,6383174,2018-01-28 13:30,226.5
675824,675824,27961,6383173,2018-01-28 13:30,102.5
1034742,47520,7405,9349320,2018-01-28 19:00,74.5
1663212,675990,7573,8949822,2018-01-28 19:00,161.5
1785538,798316,7573,9349322,2018-01-28 19:00,161.5
30418,30418,2864,8269240,2018-01-28 19:00,553.5
798316,798316,10102,9349322,2018-01-28 19:00,121.5
1663213,675991,7405,8949823,2018-01-28 19:00,74.5
675992,675992,14965,8949824,2018-01-28 19:00,69.5
675993,675993,2864,9417617,2018-01-28 19:00,553.5
47520,47520,146425,9349320,2018-01-28 19:00,3.5
47521,47521,14965,9349321,2018-01-28 19:00,69.5
675990,675990,10102,8949822,2018-01-28 19:00,121.5
1663214,675992,13144,8949824,2018-01-28 19:00,318.5
675991,675991,146425,8949823,2018-01-28 19:00,3.5
1034743,47521,13144,9349321,2018-01-28 19:00,318.5
1022317,35095,10118,9456634,2018-01-28 21:00,97.5
1777971,790749,10118,9277573,2018-01-28 21:00,97.5
1720106,732884,2468,9546590,2018-01-30 14:30,222.5
29987,29987,2468,9533061,2018-01-30 14:30,222.5
1596420,609198,3350,9531256,2018-01-30 15:00,327.5
1794091,806869,3350,9390392,2018-01-30 15:00,327.5
1019258,32036,131662,9390388,2018-01-30 16:00,28.5
1761322,774100,131662,9054548,2018-01-30 16:00,28.5
1663999,676777,30148,8949827,2018-01-31 19:00,16.5
1791941,804719,30148,9410620,2018-01-31 19:00,16.5
1664000,676778,14798,8949830,2018-01-31 19:00,66.5
804719,804719,7405,9410620,2018-01-31 19:00,76.5
803925,803925,7573,9533080,2018-01-31 19:00,163.5
676778,676778,24986,8949830,2018-01-31 19:00,108.5
1663998,676776,14965,8949826,2018-01-31 19:00,71.5
676776,676776,7573,8949826,2018-01-31 19:00,163.5
47691,47691,24986,9548450,2018-01-31 19:00,108.5
1034913,47691,14798,9548450,2018-01-31 19:00,66.5
1791147,803925,14965,9533080,2018-01-31 19:00,71.5
676777,676777,7405,8949827,2018-01-31 19:00,76.5
683301,683301,8730,8452912,2018-01-31 22:00,141.5
1670523,683301,8730,8452912,2018-01-31 22:00,141.5
1613100,625878,14860,8949829,2018-02-01 22:00,14.5
1973611,986389,14860,9485554,2018-02-01 22:00,14.5
625878,625878,13144,8949829,2018-02-01 22:00,320.5
986389,986389,13144,9485554,2018-02-01 22:00,320.5
1614186,626964,17203,7625023,2018-02-03 12:00,203.5
987204,987204,17199,9640417,2018-02-03 12:00,209.5
1974426,987204,17203,9640417,2018-02-03 12:00,203.5
626964,626964,17199,7625023,2018-02-03 12:00,209.5
1793622,806400,1954,4757003,2018-02-03 15:00,439.5
47929,47929,1954,4756683,2018-02-03 15:00,439.5
1035151,47929,1966,4756683,2018-02-03 15:00,424.5
806400,806400,1966,4757003,2018-02-03 15:00,424.5
1725679,738457,28121,5383149,2018-02-03 16:00,275.5
669087,669087,28121,5384681,2018-02-03 16:00,275.5
1020536,33314,8398,9470690,2018-02-03 16:20,197.5
1596660,609438,8398,9051933,2018-02-03 16:20,197.5
1596670,609448,9348,5993556,2018-02-03 17:00,318.5
1021525,34303,9491,4948603,2018-02-03 17:00,274.5
1622026,634804,9491,5993555,2018-02-03 17:00,274.5
802634,802634,9348,5993553,2018-02-03 17:00,318.5
1022307,35085,9348,4948610,2018-02-03 17:00,318.5
35085,35085,1296,4948610,2018-02-03 17:00,263.5
33046,33046,9448,4948606,2018-02-03 17:00,217.5
1020268,33046,28728,4948606,2018-02-03 17:00,67.5
34303,34303,9348,4948603,2018-02-03 17:00,318.5
1669448,682226,28728,5993552,2018-02-03 17:00,67.5
682226,682226,1296,5993552,2018-02-03 17:00,263.5
609448,609448,9448,5993556,2018-02-03 17:00,217.5
1634970,647748,14684,8949831,2018-02-03 19:00,322.5
34555,34555,10102,9470692,2018-02-03 19:00,123.5
647748,647748,10102,8949831,2018-02-03 19:00,123.5
1021777,34555,14684,9470692,2018-02-03 19:00,322.5
33970,33970,7469,9472836,2018-02-03 21:00,192.5
609480,609480,7469,9417619,2018-02-03 21:00,192.5
1723458,736236,8730,8452923,2018-02-04 12:00,143.5
736236,736236,8730,8452923,2018-02-04 12:00,143.5
849994,849994,146425,9495422,2018-02-04 12:30,5.5
720287,720287,14860,8949833,2018-02-04 12:30,16.5
1707509,720287,7405,8949833,2018-02-04 12:30,78.5
1973970,986748,7405,9551076,2018-02-04 12:30,78.5
986748,986748,14860,9551076,2018-02-04 12:30,16.5
609573,609573,146425,8949836,2018-02-04 12:30,5.5
640310,640310,24257,6383179,2018-02-04 13:30,206.5
34276,34276,10720,5962656,2018-02-04 13:30,233.5
1627532,640310,10744,6383179,2018-02-04 13:30,224.5
735615,735615,10720,6383183,2018-02-04 13:30,233.5
1716416,729194,27959,6383180,2018-02-04 13:30,142.5
34766,34766,27959,5962648,2018-02-04 13:30,142.5
1021986,34764,10744,5962652,2018-02-04 13:30,224.5
34765,34765,27957,5962651,2018-02-04 13:30,139.5
1018646,31424,10844,5962645,2018-02-04 13:30,171.5
729194,729194,27957,6383180,2018-02-04 13:30,139.5
1707252,720030,27960,6383182,2018-02-04 13:30,102.5
34764,34764,10234,5962652,2018-02-04 13:30,136.5
1020294,33072,27960,5962654,2018-02-04 13:30,102.5
1021289,34067,24257,5962659,2018-02-04 13:30,206.5
1021988,34766,133045,5962648,2018-02-04 13:30,30.5
1021498,34276,10855,5962656,2018-02-04 13:30,104.5
720030,720030,10844,6383182,2018-02-04 13:30,171.5
48108,48108,27951,6383178,2018-02-04 13:30,104.5
48109,48109,27962,6383185,2018-02-04 13:30,65.5
709515,709515,24300,6383184,2018-02-04 13:30,212.5
1035330,48108,10870,6383178,2018-02-04 13:30,60.5
34067,34067,27962,5962659,2018-02-04 13:30,65.5
1035331,48109,27961,6383185,2018-02-04 13:30,104.5
1791232,804010,133045,6383186,2018-02-04 13:30,30.5
1722837,735615,10234,6383183,2018-02-04 13:30,136.5
804010,804010,10855,6383186,2018-02-04 13:30,104.5
31424,31424,27951,5962645,2018-02-04 13:30,104.5
1021987,34765,24300,5962651,2018-02-04 13:30,212.5
34015,34015,10870,5962661,2018-02-04 13:30,60.5
